id,mnts_gw,date,region,type,city,city_size,city_class,eco,actors_all,actor1,act_type1,people,repert1,site_number,site_type,duration,claim1,direction,target,response,vandalism,violence,international,solidarity,extra,group_name,year,month,company_name,actor2,act_type2,act_fa,act_ip,act_ms,act_opzz,act_znp,act_s80,act_pis,act_sld,act_sr80,act_pip,act_fzz,act_ppp,act_nszzs,act_razem,site_base,repert2,claim2,claim_name
585,2,200706,SWK,protest,Kielce,198,voyvodeship,manufactoring,S,s,unionlocal,400,strike,1,company,NA,wage,offense,govtlocal,positive,n,n,n,n,0,NA,2007,jun,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,NA,NOREPERT2,NOCLAIM2,0
586,14,200706,SWK,protest,Kielce,198,voyvodeship,transportpost,S,s,unionlocal,600,strike,1,company,w1,wage,offense,company,negative,n,n,n,n,0,NA,2007,jun,NOTCOMPANY,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,NA,NOREPERT2,layoffs,0
587,16,200706,PL,protest,NOTCITY,NOTCITY,NOTCITY,traderepair,S,s,unioncentral,NA,slowdown,16,stateother,NA,duesalary,defense,govtlocal,NA,n,n,n,n,0,NA,2007,jun,PKP,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
588,1,200706,SLA,protest,Katowice,298,voyvodeship,mining,SR80,sr80,unionlocal,200,blockade,1,NA,NA,govtpolicycompany,offense,company,positive,n,n,n,n,0,NA,2007,jun,PKP,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
589,2,200707,ZCP,threat,Szczecin,405,voyvodeship,manufactoring,NA,NA,unionlocal,NA,strike,1,company,NA,wage,defense,company,positive,n,n,n,n,0,judges,2007,jul,Lubin hospital,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,blockade,privatisationanti,0
590,1,200707,KPO,protest,Inowrocław,74,normal,manufactoring,NA,NA,unionlocal,250,strike,1,stateregional,NA,managepolicy,offense,govtcentral,NA,n,n,n,n,0,NA,2007,jul,Polifarb,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,conditions,0
591,1,200707,SLA,protest,Bielsko Biała,172,normal,healthsocial,NA,NA,nonorganised,NA,strike,2,company,h24,wage,offense,company,unclear,n,n,n,n,0,NA,2007,jul,FagorMastercook,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
592,2,200707,PL,threat,NOTCITY,NOTCITY,NOTCITY,adminsupport,S,s,unioncentral,NA,strike,1,stateregional,NA,unionize,defense,govtcentral,NA,n,n,n,n,0,NA,2007,jul,Gerda,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
593,3,200707,SLA,threat,Częstochowa,227,normal,manufactoring,S,s,unionlocal,NA,strike,1,statecentral,h24,wage,offense,govtlocal,unclear,n,n,n,n,0,NA,2007,jul,Alter,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
594,4,200707,MAZ,threat,Mława,30,normal,manufactoring,S,s,unionlocal,NA,strike,1,company,m1,govtpolicycompany,defense,company,positive,n,n,n,n,0,NA,2007,jul,MOPS Częstochowa,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,investment,dajcie pół miliona na przewozy regionalne
595,1,200707,DSL,threat,Wrocław,638,voyvodeship,manufactoring,S,s,unionlocal,5,legal,1,stateregional,NA,layoffs,offense,govtlocal,NA,n,n,n,n,0,NA,2007,jul,NOTCOMPANY,po,community,n,n,n,n,n,n,n,n,n,n,n,n,y,n,NA,NOREPERT2,investment,0
596,1,200707,DSL,protest,Wrocław,638,voyvodeship,publicsocial,S,s,unionlocal,30,demonstration,1,company,w1,conditions,offense,govtcentral,NA,n,n,n,n,0,NA,2007,jul,Pawłosiów ZSOL,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
597,4,200707,LDZ,protest,NOTCITY,NOTCITY,NOTCITY,transportpost,S,s,unionlocal,NA,strike,40,company,NA,layoffs,offense,govtlocal,unclear,n,n,n,n,0,NA,2007,jul,Kielce hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
598,1,200708,SLA,protest,Częstochowa,227,normal,transportpost,NA,NA,unionlocal,NA,strike,1,company,w1,layoffs,offense,company,unclear,n,n,n,n,0,NA,2007,aug,PKS Białystok,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,2,NOREPERT2,investment,against low NFZ contracts
599,1,200708,SLA,protest,Rybnik,140,normal,healthsocial,NA,NA,unionlocal,20,drastic,1,company,NA,wage,defense,company,NA,n,n,n,n,0,NA,2007,aug,PKS Białystok,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,2,NOREPERT2,NOCLAIM2,0
600,2,200708,PDK,threat,Stalowa Wola,63,normal,manufactoring,NA,NA,unionlocal,100,demonstration,1,company,NA,wage,offense,govtlocal,negative,n,n,n,n,0,NA,2007,aug,PKS Białystok,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,2,NOREPERT2,conditions,0
601,6,200708,PL,protest,NOTCITY,NOTCITY,NOTCITY,healthsocial,PIP,pip,unioncentral,30,blockade,1,company,NA,govtpolicycompany,offense,other,NA,n,n,n,n,0,NA,2007,aug,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,16,NOREPERT2,pension,0
602,3,200708,KPO,protest,Toruń,202,voyvodeship,manufactoring,S,s,unionlocal,NA,strike,1,statecentral,NA,privatisationpro,offense,govtcentral,NA,n,n,n,n,0,NA,2007,aug,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,pension,0
603,3,200708,KPO,protest,Toruń,202,voyvodeship,manufactoring,S,s,unionlocal,NA,strike,1,statecentral,NA,wage,offense,company,NA,n,n,n,n,0,prosecutors,2007,aug,Carrefour,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
604,4,200708,POM,protest,Gdańsk,464,voyvodeship,manufactoring,S,s,unionlocal,100,demonstration,1,company,m3,unionize,defense,company,NA,n,n,n,n,0,NA,2007,aug,NOTCOMPANY,opzz,NOACT2,n,n,n,y,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
605,36,200708,SWK,protest,Kielce,198,voyvodeship,transportpost,S,s,unionlocal,800,strike,1,company,NA,wage,offense,company,negative,n,n,n,n,0,water and sewage,2007,aug,Biskupiec kindergarten,NOACT2,community,n,n,n,n,y,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
606,3,200708,WLK,protest,Konin,76,normal,manufactoring,S,s,unionlocal,3000,strike,1,statecentral,h24,unionize,offense,govtlocal,positive,n,n,n,n,0,healthcare,2007,aug,Biskupiec kindergarten,NOACT2,NOACT2,n,n,n,n,y,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
607,11,200708,MAZ,threat,NOTCITY,NOTCITY,NOTCITY,healthsocial,S,s,unionlocal,5,strike,2,company,w1,conditions,offense,publicgeneral,NA,n,n,n,n,0,NA,2007,aug,Czeladź city council,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
608,1,200708,MAP,protest,NOTCITY,NOTCITY,NOTCITY,sportculture,S,s,unionlocal,100,demonstration,12,company,h2,managepersonal,offense,govtcentral,positive,n,n,n,n,0,taxi,2007,aug,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
609,1,200709,DSL,protest,Wałbrzych,115,normal,publicsocial,NA,NA,unionlocal,NA,slowdown,1,stateregional,NA,wage,offense,company,NA,n,n,n,n,0,nursery,2007,sep,NA,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,4,NOREPERT2,NOCLAIM2,0
610,1,200709,SLA,protest,Bielsko Biała,172,normal,publicsocial,NA,NA,unionlocal,NA,slowdown,1,company,NA,bankrupcy,defense,company,negative,n,n,n,n,0,nursery,2007,sep,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
611,3,200709,ZCP,protest,Szczecin,405,voyvodeship,healthsocial,NA,NA,nonorganised,NA,agitation,1,stateregional,NA,wage,offense,company,unclear,n,n,n,n,0,uniform services,2007,sep,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
612,2,200709,PDL,protest,Białystok,297,voyvodeship,manufactoring,NA,NA,unionlocal,NA,strike,1,company,NA,wage,offense,company,unclear,n,n,n,n,0,NA,2007,sep,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,political,0
613,8,200709,KPO,protest,Toruń,202,voyvodeship,manufactoring,NA,NA,nonorganised,200,demonstration,1,company,NA,govtpolicycompany,offense,company,NA,n,n,n,n,0,NA,2007,sep,Kraków Babiński,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
614,3,200709,PL,threat,NOTCITY,NOTCITY,NOTCITY,healthsocial,PIP,pip,unioncentral,NA,demonstration,1,stateregional,NA,layoffs,defense,govtcentral,NA,n,n,n,n,0,NA,2007,sep,Kraków Babiński,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
615,1,200709,PL,threat,NOTCITY,NOTCITY,NOTCITY,transportpost,S,s,unionlocal,NA,strike,1,company,NA,govtpolicywork,offense,govtcentral,NA,n,n,n,n,0,NA,2007,sep,Kraków Babiński,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,privatisationanti,0
616,1,200709,POM,threat,Wejherowo,50,normal,transportpost,S,s,unionlocal,NA,strike,1,statecentral,NA,wage,offense,company,negative,n,n,n,n,0,NA,2007,sep,Tesco,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,investment,against low NFZ contracts
617,2,200710,LDZ,protest,Łódź,697,voyvodeship,healthsocial,NA,NA,unionlocal,500,demonstration,1,company,NA,wage,offense,company,negative,n,n,n,n,0,taxi,2007,oct,Warszawa MZA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,5,NOREPERT2,NOCLAIM2,0
618,2,200710,LDZ,protest,Łódź,697,voyvodeship,healthsocial,NA,NA,unionlocal,500,demonstration,1,stateregional,NA,wage,defense,company,negative,n,n,n,n,0,taxi,2007,oct,PKP PR,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
619,4,200710,MAZ,protest,Płock,121,normal,manufactoring,NA,NA,unionlocal,NA,demonstration,1,stateother,NA,wage,offense,company,positive,n,n,n,n,0,taxi,2007,oct,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
620,1,200710,POM,protest,Gdańsk,464,voyvodeship,transportpost,NA,NA,unionlocal,50,demonstration,1,stateregional,NA,wage,defense,company,NA,n,n,n,n,0,NA,2007,oct,TVP,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
621,3,200710,SWK,protest,Kielce,198,voyvodeship,transportpost,NA,NA,nonorganised,50,demonstration,1,company,h48,wage,offense,company,NA,n,n,n,n,0,uniform services,2007,oct,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,managepolicy,0
622,2,200710,MAZ,protest,Płock,121,normal,manufactoring,NA,NA,unionlocal,150,blockade,1,company,NA,duesalary,defense,govtlocal,NA,n,n,n,n,0,uniform services,2007,oct,NOTCOMPANY,NOACT2,NOACT2,y,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
623,1,200710,PL,protest,NOTCITY,NOTCITY,NOTCITY,transportpost,NA,NA,nonorganised,NA,blockade,2,company,NA,wage,defense,company,unclear,n,n,n,n,0,NA,2007,oct,NOTCOMPANY,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,NA,NOREPERT2,NOCLAIM2,0
624,2,200710,WLK,protest,Poznań,542,voyvodeship,manufactoring,IP S,ip,unionlocal,100,demonstration,1,infrastructure,h2,layoffs,defense,company,positive,n,n,n,n,0,NA,2007,oct,Gdańsk shipyard,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,investment,0
625,1,200710,ZCP,protest,Szczecin,405,voyvodeship,healthsocial,PIP PPS,pip,unionlocal,150,demonstration,1,NA,NA,political,offense,govtlocal,NA,n,n,n,n,0,border control,2007,oct,Autosan,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
626,1,200710,DSL,threat,Wrocław,638,voyvodeship,manufactoring,S,s,unionlocal,NA,strike,1,company,m1,wage,offense,company,positive,n,n,n,n,0,healthcare,2007,oct,Morska Stocznia Remontowa,opzz,NOACT2,n,n,n,y,n,n,n,n,n,n,n,n,y,n,NA,NOREPERT2,NOCLAIM2,0
627,1,200710,DSL,protest,Wrocław,638,voyvodeship,adminsupport,S,s,unionlocal,NA,demonstration,1,company,h24,govtpolicycompany,defense,company,negative,n,n,n,n,0,NA,2007,oct,NOTCOMPANY,opzz,NOACT2,n,n,n,y,n,y,n,y,n,n,y,n,y,n,1,NOREPERT2,NOCLAIM2,0
628,5,200710,POM,protest,Gdańsk,464,voyvodeship,manufactoring,S,s,unionlocal,400,demonstration,1,company,h12,govtpolicycompany,defense,company,NA,n,n,n,n,0,uniform services,2007,oct,Nitrochem,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,dialogue,0
629,1,200710,POM,protest,Gdynia,247,normal,manufactoring,S,s,unionlocal,1000,strike,1,statecentral,h12,wage,defense,govtcentral,NA,n,n,n,n,0,NA,2007,oct,Częstochowa specialist,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,political,0
630,25,200710,PL,protest,NOTCITY,NOTCITY,NOTCITY,education,ZNP,znp,unioncentral,10000,demonstration,16,infrastructure,h2,investment,defense,other,NA,n,n,n,n,0,NA,2007,oct,Lidl,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
631,2,200711,POM,threat,Gdańsk,464,voyvodeship,traderepair,NA,NA,unionlocal,NA,strike,1,statecentral,NA,layoffs,defense,company,NA,n,n,n,n,0,NA,2007,nov,Tauron,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
632,1,200711,MAP,protest,Trzebinia,20,normal,manufactoring,NA,NA,unionlocal,NA,demonstration,1,company,w1,unionize,defense,company,negative,n,n,n,n,0,NA,2007,nov,KW,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
633,3,200711,MAP,threat,Olkusz,36,normal,publicsocial,NA,NA,unionlocal,NA,strike,1,statecentral,NA,unionize,offense,publicgeneral,negative,n,n,n,n,0,NA,2007,nov,Mielec hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,against unlawful excise duty
634,3,200711,PDL,protest,Łomża,63,normal,transportpost,NA,NA,unionlocal,NA,blockade,1,company,h48,conditions,defense,govtlocal,negative,n,n,n,n,0,NA,2007,nov,KW,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,investment,more money in NFZ contract
635,4,200711,ZCP,threat,Szczecin,405,voyvodeship,healthsocial,S,s,unionlocal,NA,demonstration,1,company,NA,managepolicy,offense,company,unclear,n,n,n,n,0,NA,2007,nov,KW,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,bankrupcy,0
636,2,200711,PL,protest,NOTCITY,NOTCITY,NOTCITY,information,S,s,unioncentral,NA,demonstration,1,company,NA,govtpolicycompany,offense,company,unclear,n,n,n,n,0,NA,2007,nov,JSW,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,layoffs,0
637,2,200711,SWK,protest,Kielce,198,voyvodeship,transportpost,S,s,unionlocal,40,demonstration,1,company,NA,wage,offense,company,NA,n,n,n,n,0,NA,2007,nov,Budryk mine,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
638,1,200711,SWK,protest,Ożarów,5,normal,manufactoring,S,s,unionlocal,NA,strike,2,statecentral,NA,govtpolicycompany,defense,other,NA,n,n,n,n,0,taxi,2007,nov,KW,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
639,1,200711,SLA,protest,Częstochowa,227,normal,healthsocial,S,s,unionlocal,NA,blockade,4,company,w1,duesalary,offense,govtlocal,unclear,n,n,n,n,0,NA,2007,nov,Cocomo,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,political,0
640,1,200711,SLA,protest,Gliwice,182,normal,manufactoring,SR80,sr80,unionlocal,NA,demonstration,1,company,NA,commemoration,offense,company,unclear,n,n,n,n,0,courts,2007,nov,KW KHW,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,2,NOREPERT2,NOCLAIM2,0
641,3,200712,DSL,threat,Wrocław,638,voyvodeship,manufactoring,NA,NA,unionlocal,NA,strike,1,company,w1,wage,offense,govtlocal,positive,n,n,n,n,0,NA,2007,dec,NA,s,NOACT2,n,n,n,n,y,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
642,1,200712,LBL,protest,Zamość,65,normal,education,NA,NA,unionlocal,NA,demonstration,1,NA,NA,bankrupcy,offense,company,NA,n,n,n,n,0,NA,2007,dec,Zielona Góra MOPS,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,conditions,0
643,13,200712,SLA,protest,NOTCITY,NOTCITY,NOTCITY,mining,NA,NA,unionlocal,NA,strike,1,company,NA,duesalary,offense,govtlocal,unclear,n,n,n,n,0,NA,2007,dec,Zespół Szkół 22,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
644,2,200712,PDL,protest,Łapy,16,normal,manufactoring,NA,NA,unionlocal,50,demonstration,1,stateother,NA,managepersonal,offense,govtcentral,negative,n,n,n,n,0,NA,2007,dec,Stomil Olsztyn,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
645,1,200712,PDL,protest,Łapy,16,normal,manufactoring,NA,NA,unionlocal,80,demonstration,1,company,NA,managepolicy,offense,company,positive,n,n,n,n,0,NA,2007,dec,Kielce children,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
646,1,200712,SLA,protest,Katowice,298,voyvodeship,healthsocial,NA,NA,unionlocal,100,demonstration,1,stateregional,NA,managepolicy,offense,govtcentral,NA,n,n,n,n,0,NA,2007,dec,Arriva,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
647,40,200712,SLA,protest,Katowice,298,voyvodeship,mining,NA,NA,unionlocal,150,blockade,1,company,NA,wage,offense,govtcentral,NA,n,n,n,n,0,NOGROUP,2007,dec,Huta Bankowa,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,pension,0
648,1,200712,KPO,protest,Bydgoszcz,355,voyvodeship,traderepair,NA,NA,unioncentral,25,demonstration,2,company,NA,managepolicy,offense,company,unclear,n,n,n,n,0,NA,2007,dec,NA,NOACT2,NOACT2,n,n,n,n,y,n,n,n,n,n,n,n,n,n,15000,NOREPERT2,conditions,0
649,2,200712,LBS,protest,Zielona Góra,139,voyvodeship,traderepair,IP,ip,unionlocal,NA,demonstration,1,company,NA,govtpolicycompany,offense,company,NA,n,n,n,n,0,NA,2007,dec,Lublin clinic 4,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
650,1,200712,LBS,protest,Zielona Góra,139,voyvodeship,traderepair,IP FA,ip,unionlocal,5,demonstration,1,company,NA,wage,defense,company,negative,n,n,n,n,0,NA,2007,dec,Wrocław Jadwiga,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
651,1,200712,ZCP,protest,Szczecin,405,voyvodeship,manufactoring,S,s,unionlocal,NA,demonstration,1,stateregional,NA,duesalary,defense,govtlocal,positive,n,n,n,n,0,art galleries,2007,dec,Zespół Szkół 4,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,free mass transit
652,3,200712,DSL,protest,Wrocław,638,voyvodeship,professional,S,s,unionlocal,5,drastic,1,company,h24,govtpolicycompany,defense,govtcentral,negative,n,n,n,n,0,NA,2007,dec,Gminny Ośrodek Pomocy Społecznej,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
653,1,200712,OPO,protest,Opole,128,voyvodeship,information,S,s,unioncentral,30,demonstration,1,company,NA,wage,defense,govtcentral,NA,n,n,n,n,0,NA,2007,dec,Zielona Góra grammar school 1,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
654,1,200712,POM,protest,Gdańsk,464,voyvodeship,manufactoring,S,s,unionlocal,50,demonstration,1,company,NA,duesalary,defense,govtlocal,positive,n,n,n,n,0,NA,2007,dec,MZK Bydgoszcz,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
655,2,200712,LBL,protest,Lublin,340,voyvodeship,manufactoring,S,s,unionlocal,300,strike,1,company,NA,wage,defense,govtcentral,NA,n,n,n,n,0,NA,2007,dec,Wrocław Jadwiga,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
656,2,200712,LBS,protest,Słubice,17,normal,traderepair,S,s,unionlocal,300,demonstration,2,company,h2,commemoration,defense,govtlocal,NA,n,n,n,n,0,NA,2007,dec,Polski Bus,NOACT2,NOACT2,n,y,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
657,3,200801,LDZ,protest,Łódź,697,voyvodeship,publicsocial,NA,NA,NA,NA,slowdown,1,company,NA,conditions,offense,govtcentral,NA,n,n,n,n,0,taxi,2008,jan,Lubań hospital,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
658,3,200801,PL,protest,NOTCITY,NOTCITY,NOTCITY,healthsocial,NA,NA,unioncentral,NA,strike,1,stateregional,NA,duesalary,defense,govtlocal,negative,n,n,n,n,0,NA,2008,jan,Fasty Andropol,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
659,5,200801,PL,protest,NOTCITY,NOTCITY,NOTCITY,healthsocial,NA,NA,unioncentral,NA,strike,1,publicspace,NA,wage,offense,company,NA,n,n,n,n,0,border control,2008,jan,TIR,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
660,4,200801,DSL,protest,NOTCITY,NOTCITY,NOTCITY,transportpost,NA,NA,unionlocal,NA,slowdown,1,statecentral,NA,layoffs,offense,govtcentral,NA,n,n,n,n,0,border control,2008,jan,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,conditions,0
661,49,200801,PL,protest,NOTCITY,NOTCITY,NOTCITY,publicsocial,NA,NA,unionlocal,600,slowdown,1,company,h48,wage,offense,company,NA,n,n,n,n,0,border control,2008,jan,ŁKS Widzew,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
662,9,200801,PL,threat,NOTCITY,NOTCITY,NOTCITY,healthsocial,NA,NA,unioncentral,14000,strike,1,publicspace,NA,layoffs,offense,company,negative,n,n,n,n,0,NOGROUP,2008,jan,NOTCOMPANY,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,bankrupcy,0
663,1,200801,MAZ,threat,Warszawa,1754,voyvodeship,transportpost,NA,NA,unionlocal,NA,strike,1,publicspace,NA,bankrupcy,defense,govtlocal,negative,n,n,n,n,0,NOGROUP,2008,jan,Głubczyce hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
664,3,200801,MAZ,protest,Warszawa,1754,voyvodeship,transportpost,NA,NA,unionlocal,NA,strike,1,company,NA,unionize,defense,company,NA,n,n,n,n,0,NA,2008,jan,Lubań hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
665,1,200801,MAZ,protest,Warszawa,1754,voyvodeship,healthsocial,NA,NA,nonorganised,NA,slowdown,1,statecentral,NA,managepolicy,defense,govtcentral,unclear,n,n,n,n,0,NA,2008,jan,Zakłady Mechaniczne RT,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
666,2,200801,ZCP,protest,Szczecin,405,voyvodeship,transportpost,NA,NA,nonorganised,NA,slowdown,1,company,h24,wage,offense,company,positive,n,n,n,n,0,NA,2008,jan,Stalowa Wola foundry,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,change NFZ policy
667,2,200801,LDZ,threat,Łódź,697,voyvodeship,transportpost,NA,NA,unionlocal,NA,strike,1,company,NA,wage,defense,company,NA,n,n,n,n,0,NA,2008,jan,Cukrownia Przeworsk,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,free Palestine
668,1,200801,POM,protest,Słupsk,93,normal,healthsocial,NA,NA,unionlocal,NA,slowdown,1,stateother,NA,govtpolicycompany,offense,govtcentral,NA,n,n,n,n,0,NA,2008,jan,Wytwórnia Sprzętu Komunikacyjnego Tomaszów,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
669,1,200801,PDL,protest,Łomża,63,normal,healthsocial,NA,NA,unionlocal,4,drastic,1,company,NA,bankrupcy,defense,govtlocal,NA,n,n,n,n,0,healthcare,2008,jan,Wrocławska Jedynka,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
